slide_id,Y,Y_hat,p_0,p_1
TCGA-A1-A0SI-01Z-00-DX1.AB717348-F964-4F29-BBE2-972B7C640432,1.0,1.0,0.008018208667635918,0.9919818043708801
TCGA-A2-A04P-01Z-00-DX1.5B481E02-D269-4732-8FDD-6494E6EE2B71,1.0,1.0,0.2199563831090927,0.7800436615943909
TCGA-A2-A04X-01Z-00-DX1.E01A4522-67B3-4FEF-BD6B-99DFED9E7C85,1.0,1.0,0.2120215743780136,0.7879784107208252
TCGA-A2-A04Y-01Z-00-DX1.4DC97AD6-4806-4A3A-A998-FD36F93590A4,0.0,1.0,0.2908325493335724,0.70916748046875
TCGA-A2-A0CT-01Z-00-DX1.A8564130-49CF-4F5B-B5AB-F4D1A10479FF,1.0,1.0,0.033750832080841064,0.9662491679191589
TCGA-A2-A0EP-01Z-00-DX1.1180C406-5C18-4373-8621-1B7B70875113,1.0,1.0,0.0020157708786427975,0.9979841709136963
TCGA-A2-A0ES-01Z-00-DX1.5652EE30-48C1-4EC1-AD77-8C72DFCB9A97,1.0,1.0,0.005503805819898844,0.9944961667060852
TCGA-A2-A0ET-01Z-00-DX1.41E86BB9-EA52-4615-94E7-0F09DDB094F4,1.0,0.0,0.9062467813491821,0.09375321120023727
TCGA-A2-A0EU-01Z-00-DX1.13335BEB-63D4-469B-A389-8A079A096129,1.0,1.0,0.05911093205213547,0.9408890008926392
TCGA-A2-A0ST-01Z-00-DX1.AE05A5DB-4861-40DE-B0F5-7955FC903A96,1.0,0.0,0.9284170269966125,0.07158293575048447
TCGA-A2-A0SW-01Z-00-DX1.E1EA0407-B831-4D75-826E-80B82B821797,0.0,1.0,0.06763695180416107,0.9323630332946777
TCGA-A2-A0SX-01Z-00-DX1.219A994C-8974-4458-98FA-FB1F14868E04,1.0,1.0,0.33538269996643066,0.6646173000335693
TCGA-A2-A0T1-01Z-00-DX1.CD1E9C46-18A3-466B-AA0B-24F3055FA851,1.0,1.0,0.031781259924173355,0.9682186841964722
