slide_id,Y,Y_hat,p_0,p_1
TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,1.0,1.0,0.37947165966033936,0.6205283999443054
TCGA-A1-A0SE-01Z-00-DX1.04B09232-C6C4-46EF-AA2C-41D078D0A80A,1.0,1.0,0.051249779760837555,0.9487502574920654
TCGA-A1-A0SI-01Z-00-DX1.AB717348-F964-4F29-BBE2-972B7C640432,1.0,1.0,0.10689250379800797,0.893107533454895
TCGA-A2-A04R-01Z-00-DX1.BE3661A3-A2A0-4248-B7D5-D8986E529B6C,1.0,0.0,0.8117079734802246,0.18829204142093658
TCGA-A2-A0CP-01Z-00-DX1.ECFD263C-BB17-4ADA-8F2C-654C2AA4C45F,0.0,1.0,0.3540414273738861,0.6459586024284363
TCGA-A2-A0CQ-01Z-00-DX1.4E5FB4E5-A08C-4C87-A3BE-0640A95AE649,1.0,1.0,0.08082957565784454,0.9191703796386719
TCGA-A2-A0CS-01Z-00-DX1.3986B545-63E8-4727-BCC1-701DE947D1FB,1.0,1.0,0.15146306157112122,0.8485369086265564
TCGA-A2-A0CT-01Z-00-DX1.A8564130-49CF-4F5B-B5AB-F4D1A10479FF,1.0,0.0,0.745733380317688,0.2542665898799896
TCGA-A2-A0CV-01Z-00-DX1.B02D017A-61CD-45FE-BB31-705CD127DDAB,1.0,1.0,0.14767977595329285,0.8523201942443848
TCGA-A2-A0CW-01Z-00-DX1.8E313A22-B0E8-44CF-ADEA-8BF29BA23FFE,1.0,0.0,0.692144513130188,0.307855486869812
TCGA-A2-A0D3-01Z-00-DX1.D18CE1C0-291D-41C1-8F71-2A0551F8C661,1.0,1.0,0.013436899520456791,0.9865630865097046
TCGA-A2-A0ES-01Z-00-DX1.5652EE30-48C1-4EC1-AD77-8C72DFCB9A97,1.0,1.0,0.11689247190952301,0.8831074833869934
TCGA-A2-A0EX-01Z-00-DX1.F4C293E9-9BB2-48A1-8080-5F3082E219C5,0.0,1.0,0.2732670307159424,0.7267329692840576
TCGA-A2-A0SV-01Z-00-DX1.F5645E47-3540-4753-AF5D-F5709BD8DFC1,1.0,0.0,0.796928882598877,0.20307113230228424
TCGA-A2-A0SY-01Z-00-DX1.279A5479-E183-4F79-AF40-50BF1834BA4A,1.0,1.0,0.013394576497375965,0.9866054654121399
TCGA-A2-A0T5-01Z-00-DX1.128C288B-B357-439B-A8D4-8E7DEBF73E4E,1.0,0.0,0.6073656678199768,0.3926343619823456
TCGA-A2-A0YC-01Z-00-DX1.F01F2268-17D8-45FD-8917-FD89454D0709,1.0,1.0,0.20575912296772003,0.7942408323287964
TCGA-A2-A0YF-01Z-00-DX1.6166E995-0669-43D6-B9C7-FE39BCE529CF,1.0,1.0,0.09940215200185776,0.900597870349884
TCGA-A2-A4S2-01Z-00-DX1.D779B63B-8817-43F1-A8F4-236C82DB78F8,1.0,1.0,0.019564157351851463,0.980435848236084
TCGA-A7-A26H-01Z-00-DX1.3344CFD3-5A19-4B01-BEB2-AB89F83FD53A,1.0,1.0,0.10270746052265167,0.8972924947738647
TCGA-A7-A4SD-01Z-00-DX1.677152B3-17B2-42DB-AEEC-C9509ACCE831,1.0,1.0,0.3632315993309021,0.6367684602737427
TCGA-A7-A5ZX-01Z-00-DX1.A4C651F0-DB8E-4534-84A2-AD875F62209F,1.0,1.0,0.010219886898994446,0.989780068397522
TCGA-A7-A5ZX-01Z-00-DX2.02F586FE-4775-480B-8035-D6AD3386F45D,1.0,1.0,0.0951748788356781,0.9048250913619995
TCGA-A8-A079-01Z-00-DX1.DC32BC20-A3BC-43B3-B69F-1E71E289EA34,1.0,1.0,0.3741568326950073,0.6258431673049927
TCGA-A8-A07O-01Z-00-DX1.3D657129-F2A7-4BC1-A910-805FBDCE2212,0.0,0.0,0.5512408018112183,0.44875919818878174
TCGA-A8-A083-01Z-00-DX1.AD121BA9-B5FA-4A03-869B-8FE2C5014CE0,1.0,1.0,0.16757816076278687,0.8324218392372131
TCGA-A8-A092-01Z-00-DX1.2A55EA0C-47CD-426B-9697-F2B761730585,1.0,1.0,0.445033997297287,0.5549660325050354
TCGA-A8-A0A9-01Z-00-DX1.16524DDD-539D-4E47-9A8F-1B910D4FEC2D,1.0,1.0,0.39165154099464417,0.6083484292030334
TCGA-AC-A2FB-01Z-00-DX1.A4D93E32-BBD7-45E4-8ACF-3724B059ECBC,1.0,1.0,0.03224293515086174,0.9677570462226868
TCGA-AC-A2FO-01Z-00-DX1.46929316-D7ED-4D69-B068-409BFFBCEC4D,1.0,1.0,0.01743115484714508,0.9825688600540161
TCGA-AC-A3QP-01Z-00-DX1.4B97E53E-1069-40C5-A062-C988663B37DD,0.0,1.0,0.05116472765803337,0.9488352537155151
TCGA-AC-A6IV-01Z-00-DX1.DA4F4B9F-9070-4B3A-996F-311E0A989FFB,1.0,1.0,0.1132981926202774,0.8867018222808838
TCGA-AC-A6IW-01Z-00-DX1.C4514189-E64F-4603-8970-230FA2BB77FC,0.0,0.0,0.939717173576355,0.06028279662132263
TCGA-AC-A6NO-01Z-00-DX1.61B7F48C-6D6E-4C1B-B236-DD130ECBDA9D,1.0,1.0,0.17733924090862274,0.8226607441902161
TCGA-AN-A0AR-01Z-00-DX1.0CF1267E-C61B-4928-875E-59032F838F07,1.0,1.0,0.44925934076309204,0.550740659236908
TCGA-AN-A0XO-01Z-00-DX1.204E554E-B1A8-41AD-8E39-62484DF4E3CD,1.0,0.0,0.724173903465271,0.275826096534729
TCGA-AN-A0XP-01Z-00-DX1.A4EE3970-5C1F-482E-9AED-F1E3C52A776F,1.0,1.0,0.4174689054489136,0.5825310349464417
TCGA-AO-A0J3-01Z-00-DX1.8F28BFC8-D37E-425F-A9E3-4C23F083237C,1.0,0.0,0.5784487128257751,0.42155125737190247
TCGA-AO-A0J8-01Z-00-DX1.9BDD4BDE-2A07-4E0C-B146-87365CA9DE3A,1.0,1.0,0.1062246635556221,0.8937753438949585
TCGA-AO-A0JJ-01Z-00-DX1.D5B636F5-1B47-4033-9938-9DC8CD48CEE9,1.0,1.0,0.009948566555976868,0.9900514483451843
TCGA-AO-A0JM-01Z-00-DX1.94E75EFD-E5F5-4DF8-93A0-ED94CB4D203A,1.0,0.0,0.545403242111206,0.45459675788879395
TCGA-AO-A1KO-01Z-00-DX1.EEB5E0A0-92B2-42CD-9F7A-00E9250B561F,1.0,1.0,0.2438369244337082,0.7561630010604858
TCGA-AR-A0TT-01Z-00-DX1.127C2A4F-62AC-4E83-99DB-13519BD2949D,1.0,0.0,0.5755652785301208,0.42443475127220154
TCGA-AR-A0TY-01Z-00-DX1.089EB6B4-9921-441D-84F3-C64C97AFC3B4,0.0,0.0,0.6067553758621216,0.3932446241378784
TCGA-AR-A24N-01Z-00-DX1.563E9160-9E09-4E3F-8CE9-FFED0AA52927,1.0,0.0,0.6707055568695068,0.32929447293281555
TCGA-B6-A0I1-01Z-00-DX1.86BEC5E4-A2D1-4039-8D08-0598FA8BCC2B,0.0,0.0,0.8173863291740417,0.18261362612247467
TCGA-B6-A0I2-01Z-00-DX1.885D2034-73B7-48AE-8343-631F89061C38,1.0,1.0,0.21820366382598877,0.7817963361740112
TCGA-B6-A0I9-01Z-00-DX1.78E1D43A-507E-482E-B988-AF13B12B4497,1.0,1.0,0.4012918472290039,0.5987081527709961
TCGA-B6-A0RH-01Z-00-DX1.33DB5CF9-AC87-435B-A8AF-C4F84BEF15F1,1.0,1.0,0.21400076150894165,0.7859992384910583
TCGA-B6-A0RQ-01Z-00-DX1.68B4F49D-9F81-4501-BC66-0349012077C8,1.0,1.0,0.007866361178457737,0.992133617401123
TCGA-B6-A1KF-01Z-00-DX1.2E08E830-4216-4CD0-9646-1F489300E11D,1.0,0.0,0.8307657241821289,0.1692342609167099
TCGA-B6-A2IU-01Z-00-DX1.3C7DF701-4ED9-4989-AA63-A6B7B105F6EE,1.0,1.0,0.02292698435485363,0.977073073387146
TCGA-BH-A0BP-01Z-00-DX1.63A87C1D-87FA-494D-9836-74290B5DC30D,1.0,1.0,0.11456260085105896,0.8854373693466187
TCGA-BH-A0BR-01Z-00-DX1.F7912887-8AE9-4391-9B83-9AC7B4FF38EF,1.0,1.0,0.18987740576267242,0.8101226091384888
TCGA-BH-A0E2-01Z-00-DX1.5F6FA19C-D59F-45BE-80CE-F738CAB1EF0B,1.0,0.0,0.5639967322349548,0.4360032081604004
TCGA-BH-A0E6-01Z-00-DX1.44DFEFB4-FA05-4246-8D6B-55BA8C3275DB,1.0,0.0,0.883994460105896,0.11600549519062042
TCGA-BH-A0E9-01Z-00-DX1.5FC4A5E1-3984-4869-9FFB-C0C7F9EAF5FE,1.0,1.0,0.13461314141750336,0.8653867840766907
TCGA-BH-A0W7-01Z-00-DX1.93F11232-A1FB-4682-B744-3531D4DF11AF,1.0,1.0,0.13959547877311707,0.8604044914245605
TCGA-BH-A18T-01Z-00-DX1.90123A74-F631-4538-AB2E-4076486ADF88,0.0,0.0,0.8856130242347717,0.11438703536987305
TCGA-BH-A18U-01Z-00-DX1.63940315-59BC-462B-87A8-2BBB33C9503E,0.0,0.0,0.7275167107582092,0.27248328924179077
TCGA-BH-A18V-01Z-00-DX1.7797760A-05CD-436E-97DA-31D6201F943B,0.0,0.0,0.9246038198471069,0.07539619505405426
TCGA-C8-A12L-01Z-00-DX1.01863BE4-F4AB-45DE-894A-46544777C519,0.0,0.0,0.6440579891204834,0.355942040681839
TCGA-C8-A12M-01Z-00-DX1.0C5F2DED-873F-4C86-97A2-2AA76A6236DF,1.0,0.0,0.516092836856842,0.48390713334083557
TCGA-C8-A12U-01Z-00-DX1.8E90FC9F-630E-4611-A5D2-D6F11DBE81EF,1.0,0.0,0.5242812037467957,0.47571882605552673
TCGA-C8-A26Y-01Z-00-DX1.166EE604-4EF3-401D-99E9-3A9711316CC4,1.0,0.0,0.6180951595306396,0.38190487027168274
TCGA-C8-A26Z-01Z-00-DX1.1A15D951-F3BD-4024-91DD-E7633C09A837,1.0,1.0,0.2684052586555481,0.7315947413444519
TCGA-D8-A1JS-01Z-00-DX1.76C592B0-DC6D-401A-9533-C9FE5B6CA08D,1.0,1.0,0.026616260409355164,0.9733836650848389
TCGA-D8-A27E-01Z-00-DX1.7950998F-7E23-4C70-A926-1ADAA5A20BED,1.0,1.0,0.09914687275886536,0.9008530974388123
TCGA-E2-A14O-01Z-00-DX1.432DB252-35D4-4B02-B0A7-39BF85A38F89,1.0,1.0,0.13809727132320404,0.8619027137756348
TCGA-E2-A14T-01Z-00-DX1.61B4C988-6D75-447B-A5F4-9DE92CEACC9F,0.0,1.0,0.4950094223022461,0.5049905180931091
TCGA-E2-A14V-01Z-00-DX1.D6274B5E-644C-478C-817F-B8BB9262D6F4,1.0,0.0,0.8037358522415161,0.19626417756080627
TCGA-E2-A15L-01Z-00-DX1.626032DC-D396-48E7-B888-DFEBCF7102FF,1.0,1.0,0.09556017816066742,0.9044398069381714
TCGA-E2-A15R-01Z-00-DX1.B58D2D9D-05EE-4D66-8DC0-9E5C6AD2E3D3,1.0,1.0,0.32831132411956787,0.6716886758804321
TCGA-E2-A15T-01Z-00-DX1.23913E37-53A8-4E11-9B64-CDD016F6D87A,1.0,1.0,0.1338484138250351,0.8661515712738037
TCGA-E2-A1B6-01Z-00-DX1.8CD458BE-C4F9-4AF3-A927-18C042E9B4B7,1.0,0.0,0.8460127115249634,0.15398722887039185
